ASV_ID	database	pident	sseqid	length	qcovs	evalue	bitscore	specimen_id	phylum	class	order	family	genus	species	scientific_name	mismatch	gapopen	qstart	qend	sstart	send	accession	unique_phyla	
ASV_05157	MZG	96.606	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	383					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_05203	MZG	93.506	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	385					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_05242	MZG	87.5	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	384					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_05711	MZG	98.953	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	382					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_05719	MZG	96.606	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	383					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_06102	MZG	93.194	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	382					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_06160	MZG	95.812	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	382					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_06378	MZG	96.073	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	382					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_06510	MZG	96.606	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	383					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_06669	MZG	96.335	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	382					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_06687	MZG	98.429	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	382					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_06940	MZG	98.691	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	382					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_07146	MZG	86.224	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	392					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_07159	MZG	96.597	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	382					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_07259	MZG	97.12	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	382					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_07266	MZG	96.073	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	382					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_07379	MZG	98.168	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	382					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_07713	MZG	96.597	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	382					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_07745	MZG	96.345	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	383					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_07974	MZG	96.084	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	383					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_08269	MZG	96.073	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	382					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_08369	MZG	97.12	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	382					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_08389	MZG	98.168	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	382					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_08447	MZG	97.128	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	383					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_08942	MZG	98.429	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	382					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_08956	MZG	97.906	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	382					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_09366	MZG	97.382	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	382					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_10076	MZG	96.606	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	383					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_10122	MZG	97.906	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	382					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_10168	MZG	96.859	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	382					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_10431	MZG	95.026	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	382					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_10753	MZG	96.606	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	383					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_10768	MZG	95.822	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	383					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_11163	MZG	97.128	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	383					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_11188	MZG	95.812	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	382					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_11189	MZG	95.812	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	382					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_11542	MZG	99.476	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	382					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_11992	MZG	97.644	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	382					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_12035	MZG	97.644	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	382					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_12459	MZG	96.606	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	383					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_12471	MZG	96.859	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	382					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_13067	MZG	95.561	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	383					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_13068	MZG	95.3	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	383					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_13102	MZG	96.859	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	382					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_13855	MZG	96.606	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	383					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_14418	MZG	96.597	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	382					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_14651	MZG	97.644	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	382					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_14678	MZG	95.55	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	382					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_14735	MZG	96.345	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	383					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_15314	MZG	95.561	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	383					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_15400	MZG	92.895	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	380					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_16239	MZG	92.987	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	385					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_16486	MZG	97.12	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	382					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_16548	MZG	96.335	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	382					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_16632	MZG	96.084	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	383					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_16667	MZG	85.969	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	392					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_17677	MZG	94.503	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	382					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_17700	MZG	94.474	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	380					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_17713	MZG	95.288	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	382					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_17851	MZG	95.812	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	382					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_17977	MZG	97.906	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	382					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_18002	MZG	96.859	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	382					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_18038	MZG	96.073	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	382					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_19461	MZG	95.026	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	382					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_20806	MZG	96.335	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	382					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_20835	MZG	95.039	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	383					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_20910	MZG	86.047	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	387					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_20952	MZG	96.073	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	382					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_21204	MZG	95.026	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	382					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_21425	MZG	87.696	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	382					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_22043	MZG	94.057	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	387					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_22196	MZG	96.597	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	382					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_22268	MZG	92.932	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	382					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_22322	MZG	96.615	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	384					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_22326	MZG	96.094	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;Dactylopusia_pauciarticulata	384					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Dactylopusia	pauciarticulata	Dactylopusia pauciarticulata									
ASV_00760	MZG	97.389	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Sewelliapusia;Sewelliapusia_tropica	383					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Sewelliapusia	tropica	Sewelliapusia tropica									
ASV_01532	MZG	92.208	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Sewelliapusia;Sewelliapusia_tropica	385					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Sewelliapusia	tropica	Sewelliapusia tropica									
ASV_02379	MZG	91.948	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Sewelliapusia;Sewelliapusia_tropica	385					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Sewelliapusia	tropica	Sewelliapusia tropica									
ASV_13154	MZG	92.167	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Sewelliapusia;Sewelliapusia_tropica	383					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Sewelliapusia	tropica	Sewelliapusia tropica									
ASV_15576	MZG	96.859	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Sewelliapusia;Sewelliapusia_tropica	382					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Sewelliapusia	tropica	Sewelliapusia tropica									
ASV_21007	MZG	95.039	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Sewelliapusia;Sewelliapusia_tropica	383					Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Sewelliapusia	tropica	Sewelliapusia tropica									
ASV_00324	MZG	96.606	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Ectinosomatidae;Parabradya;Parabradya_dilatata	383					Arthropoda	Hexanauplia	Harpacticoida	Ectinosomatidae	Parabradya	dilatata	Parabradya dilatata									
ASV_00350	MZG	93.194	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Ectinosomatidae;Parabradya;Parabradya_dilatata	382					Arthropoda	Hexanauplia	Harpacticoida	Ectinosomatidae	Parabradya	dilatata	Parabradya dilatata									
ASV_00442	MZG	91.885	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Ectinosomatidae;Parabradya;Parabradya_dilatata	382					Arthropoda	Hexanauplia	Harpacticoida	Ectinosomatidae	Parabradya	dilatata	Parabradya dilatata									
ASV_00469	MZG	95.55	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Ectinosomatidae;Parabradya;Parabradya_dilatata	382					Arthropoda	Hexanauplia	Harpacticoida	Ectinosomatidae	Parabradya	dilatata	Parabradya dilatata									
ASV_00536	MZG	95.812	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Ectinosomatidae;Parabradya;Parabradya_dilatata	382					Arthropoda	Hexanauplia	Harpacticoida	Ectinosomatidae	Parabradya	dilatata	Parabradya dilatata									
ASV_00724	MZG	96.354	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Ectinosomatidae;Parabradya;Parabradya_dilatata	384					Arthropoda	Hexanauplia	Harpacticoida	Ectinosomatidae	Parabradya	dilatata	Parabradya dilatata									
ASV_00792	MZG	93.995	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Ectinosomatidae;Parabradya;Parabradya_dilatata	383					Arthropoda	Hexanauplia	Harpacticoida	Ectinosomatidae	Parabradya	dilatata	Parabradya dilatata									
ASV_00858	MZG	95.822	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Ectinosomatidae;Parabradya;Parabradya_dilatata	383					Arthropoda	Hexanauplia	Harpacticoida	Ectinosomatidae	Parabradya	dilatata	Parabradya dilatata									
ASV_01013	MZG	95.325	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Ectinosomatidae;Parabradya;Parabradya_dilatata	385					Arthropoda	Hexanauplia	Harpacticoida	Ectinosomatidae	Parabradya	dilatata	Parabradya dilatata									
ASV_01186	MZG	95.822	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Ectinosomatidae;Parabradya;Parabradya_dilatata	383					Arthropoda	Hexanauplia	Harpacticoida	Ectinosomatidae	Parabradya	dilatata	Parabradya dilatata									
ASV_02049	MZG	96.345	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Ectinosomatidae;Parabradya;Parabradya_dilatata	383					Arthropoda	Hexanauplia	Harpacticoida	Ectinosomatidae	Parabradya	dilatata	Parabradya dilatata									
ASV_02499	MZG	92.147	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Ectinosomatidae;Parabradya;Parabradya_dilatata	382					Arthropoda	Hexanauplia	Harpacticoida	Ectinosomatidae	Parabradya	dilatata	Parabradya dilatata									
ASV_02837	MZG	95.833	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Ectinosomatidae;Parabradya;Parabradya_dilatata	384					Arthropoda	Hexanauplia	Harpacticoida	Ectinosomatidae	Parabradya	dilatata	Parabradya dilatata									
ASV_03170	MZG	89.717	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Ectinosomatidae;Parabradya;Parabradya_dilatata	389					Arthropoda	Hexanauplia	Harpacticoida	Ectinosomatidae	Parabradya	dilatata	Parabradya dilatata									
ASV_03545	MZG	95.288	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Ectinosomatidae;Parabradya;Parabradya_dilatata	382					Arthropoda	Hexanauplia	Harpacticoida	Ectinosomatidae	Parabradya	dilatata	Parabradya dilatata									
ASV_03685	MZG	93.455	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Ectinosomatidae;Parabradya;Parabradya_dilatata	382					Arthropoda	Hexanauplia	Harpacticoida	Ectinosomatidae	Parabradya	dilatata	Parabradya dilatata									
ASV_03795	MZG	93.734	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Ectinosomatidae;Parabradya;Parabradya_dilatata	383					Arthropoda	Hexanauplia	Harpacticoida	Ectinosomatidae	Parabradya	dilatata	Parabradya dilatata									
ASV_03815	MZG	94.517	Animalia;Arthropoda;Hexanauplia;Harpacticoida;Ectinosomatidae;Parabradya;Parabradya_dilatata	383					Arthropoda	Hexanauplia	Harpacticoida	Ectinosomatidae	Parabradya	dilatata	Parabradya dilatata									
