family_name_input,aphia_id,phyllum,class,order,accepted_family,common_name,mobility,nutritional_strategy,confidence,evidence_source_domain,evidence_url1,evidence_url2,notes,assigned_by,date_assigned
Pinnotheridae,106775,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,pea crabs,Mobile,Parasite,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=106775,,"Pea crabs, often commensal/parasitic in bivalves and other hosts.",GPT-5 Pro,9/25/25
Plagusiidae,240969,Arthropoda,Malacostraca,Decapoda,Plagusiidae,plagusiid shore crabs,Mobile,Grazer;Scavenger,0.75,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=240969,,Rocky-shore crabs often algivorous/omnivorous with scavenging.,GPT-5 Pro,9/25/25
Porcellanidae,106734,Arthropoda,Malacostraca,Decapoda,Porcellanidae,porcelain crabs,Mobile,ADS;Scavenger,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=106734,https://www.marlin.ac.uk/species/detail/1099,Porcelain crabs use setose appendages to filter feed; also scavenge.,GPT-5 Pro,9/25/25
Portunidae,106763,Arthropoda,Malacostraca,Decapoda,Portunidae,swimming crabs,Mobile,Predator;Scavenger,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=106763,,Active swimming crabs preying on invertebrates/fishes and scavenging.,GPT-5 Pro,9/25/25
Pseudorhombilidae,414876,Arthropoda,Malacostraca,Decapoda,Pseudorhombilidae,crabs (pseudorhombilids),Mobile,Predator; Scavenger,0.7,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=414876,https://www.marlin.ac.uk/species/detail/1144,Brachyuran crabs generally omnivorous predators/scavengers; benthic mobile foragers.,GPT-5 Pro,9/26/25
Sesarmidae,158047,Arthropoda,Malacostraca,Decapoda,Sesarmidae,mangrove/shore sesarmid crabs,Mobile,Grazer;Deposit_feeder,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=158047,,Many mangrove/shore sesarmids consume leaves/algal detritus; herbivore-detritivores.,GPT-5 Pro,9/25/25
Solenoceridae,106729,Arthropoda,Malacostraca,Decapoda,Solenoceridae,solenocerid shrimps,Mobile,Predator;Scavenger,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=106729,,Dendrobranchiate shrimps foraging on benthic invertebrates and carrion.,GPT-5 Pro,9/25/25
Stenopodidae,106797,Arthropoda,Malacostraca,Decapoda,Stenopodidae,boxer/cleaner shrimps,Mobile,Predator;Scavenger,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=106797,,Cleaner/boxer shrimps; omnivorous foragers.,GPT-5 Pro,9/25/25
Xanthidae,106769,Arthropoda,Malacostraca,Decapoda,Xanthidae,xanthid crabs,Mobile,Predator;Scavenger,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=106769,,Benthic crabs crushing invertebrates and scavenging.,GPT-5 Pro,9/25/25
Euphausiidae,110671,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,krill,Planktonic,ADS;Predator,0.95,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=110671,,Macroplankton filtering phytoplankton and microzooplankton; also raptorial.,GPT-5 Pro,9/24/25
Paranebaliidae,459287,Arthropoda,Malacostraca,Leptostraca,Paranebaliidae,paranebaliid leptostracans,Mobile,ADS;Deposit_feeder,0.75,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=459287,,Epibenthic leptostracans filtering particles and ingesting detritus.,GPT-5 Pro,9/25/25
Mysidae,119822,Arthropoda,Malacostraca,Mysida,Mysidae,opossum shrimps,Mobile,ADS;Predator,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=119822,,Many mysids filter microplankton and also prey on small zooplankton/meiobenthos.,GPT-5 Pro,9/25/25
Petalophthalmidae,119823,Arthropoda,Malacostraca,Mysida,Petalophthalmidae,deep‑sea mysids (petalophthalmids),Mobile,ADS;Predator,0.75,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=119823,,Deep-sea mysids combining filtering and raptorial feeding.,GPT-5 Pro,9/25/25
Squillidae,136093,Arthropoda,Malacostraca,Stomatopoda,Squillidae,mantis shrimps,Mobile,Predator,0.95,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=136093,,Raptorial stomatopods; AphiaID verified.,GPT-5 Pro,9/25/25
Halocyprididae,127482,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,halocyprid ostracods,Planktonic,ADS;Predator,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127482,,Pelagic ostracods filter microplankton and may prey on small zooplankton.,GPT-5 Pro,9/25/25
Philomedidae,127483,Arthropoda,Ostracoda,Myodocopida,Philomedidae,myodocopid ostracods (philomedids),Mobile,Scavenger; Predator,0.7,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127483,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0031940,Myodocopes commonly nekto‑benthic scavengers/carnivores; active swimmers/crawlers.,GPT-5 Pro,9/26/25
Cytherellidae,127486,Arthropoda,Ostracoda,Platycopida,Cytherellidae,platycopid ostracods,Mobile,Deposit_feeder;Scavenger,0.7,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127486,,Benthic platycopid ostracods consume detritus; some scavenge.,GPT-5 Pro,9/25/25
Cobanocytheridae,459459,Arthropoda,Ostracoda,Podocopida,Cobanocytheridae,cobanocytherid ostracods,Mobile,Deposit_feeder,0.7,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=459459,,Ostracod family recognized; trophic mode across genera unclear.,GPT-5 Pro,9/25/25
Cushmanideidae,127492,Arthropoda,Ostracoda,Podocopida,Cushmanideidae,seed shrimp ostracods,Mobile,Deposit_feeder;Scavenger,0.7,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127492,,Name not confidently traceable to a modern marine family in WoRMS—left Unknown.,GPT-5 Pro,9/25/25
Cytherideidae,127495,Arthropoda,Ostracoda,Podocopida,Cytherideidae,cytherideid ostracods,Mobile,Deposit_feeder,0.7,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127495,,Podocopid ostracods typically feed on surface sediments and detritus.,GPT-5 Pro,9/25/25
Cytheruridae,127498,Arthropoda,Ostracoda,Podocopida,Cytheruridae,cytherurid ostracods,Mobile,Deposit_feeder,0.7,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127498,,Small podocopid ostracods ingest organic-rich sediments and biofilms.,GPT-5 Pro,9/25/25
Hemicytheridae,127500,Arthropoda,Ostracoda,Podocopida,Hemicytheridae,hemicytherid ostracods,Mobile,Deposit_feeder,0.7,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127500,,Podocopid ostracods commonly ingest organic-rich surface sediments.,GPT-5 Pro,9/25/25
Krithidae,127501,Arthropoda,Ostracoda,Podocopida,Krithidae,krithid ostracods,Mobile,Deposit_feeder,0.7,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127501,,Benthic podocopids feeding on detritus and biofilm on sediments.,GPT-5 Pro,9/25/25
Loxoconchidae,127504,Arthropoda,Ostracoda,Podocopida,Loxoconchidae,loxoconchid ostracods,Mobile,Deposit_feeder,0.7,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127504,,Benthic podocopids feeding on surface sediments/detritus.,GPT-5 Pro,9/25/25
Macrocyprididae,127511,Arthropoda,Ostracoda,Podocopida,Macrocyprididae,macrocyprid ostracods,Mobile,Deposit_feeder;Scavenger,0.65,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127511,,Podocopid ostracods consume detritus/organic particles; some scavenge.,GPT-5 Pro,9/25/25
Paradoxostomatidae,127508,Arthropoda,Ostracoda,Podocopida,Paradoxostomatidae,paradoxostomatid ostracods,Mobile,Deposit_feeder;Grazer,0.7,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127508,,Benthic ostracods consuming surface detritus and epiphytic microalgae.,GPT-5 Pro,9/25/25
Pectocytheridae,459465,Arthropoda,Ostracoda,Podocopida,Pectocytheridae,pectocytherid ostracods,Mobile,Deposit_feeder,0.7,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=459465,,Podocopid ostracods grazing/ingesting organic-rich surface sediments.,GPT-5 Pro,9/25/25
Pontocyprididae,127512,Arthropoda,Ostracoda,Podocopida,Pontocyprididae,pontocyprid ostracods,Mobile,Deposit_feeder,0.7,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127512,,Benthic ostracods feeding on detritus and biofilm on sediments.,GPT-5 Pro,9/25/25
Schizocytheridae,1523065,Arthropoda,Ostracoda,Podocopida,Schizocytherinae,schizocytherid ostracods,Mobile,Deposit_feeder,0.7,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1523065,,Benthic podocopid ostracods consuming organic-rich surface sediments.,GPT-5 Pro,9/25/25
Thaerocytheridae,459471,Arthropoda,Ostracoda,Podocopida,Thaerocytheridae,thaerocytherid ostracods,Mobile,Deposit_feeder,0.7,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=459471,,Podocopid ostracods typically feed on organic matter in surface sediments.,GPT-5 Pro,9/25/25
Trachyleberididae,127509,Arthropoda,Ostracoda,Podocopida,Trachyleberididae,trachyleberidid ostracods,Mobile,Deposit_feeder,0.7,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127509,,Podocopid ostracods feeding on organic detritus in sediments.,GPT-5 Pro,9/25/25
Xestoleberididae,127510,Arthropoda,Ostracoda,Podocopida,Xestoleberididae,xestoleberidid ostracods,Mobile,Deposit_feeder,0.7,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127510,,Benthic podocopids feeding on organic detritus and biofilms.,GPT-5 Pro,9/25/25
Ascorhynchidae,379788,Arthropoda,Pycnogonida,Pantopoda,Ascorhynchidae,sea spiders (Ascorhynchidae),Mobile,Predator;Scavenger,0.75,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=379788,https://portal.obis.org/taxon/268010,Pycnogonids consume cnidarians/other invertebrates or scavenge; mobile benthos.,GPT-5 Pro,9/24/25
Balanidae,106057,Arthropoda,Thecostraca,Balanomorpha,Balanidae,acorn barnacles,Sessile,ADS,0.95,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=106057,https://www.marlin.ac.uk/biotic/browse.php?show=biology&sp=4226,Barnacles filter-feed using cirri; classic suspension feeders.,GPT-5 Pro,9/24/25
Hansenocarididae,1636899,Arthropoda,Thecostraca,Facetotecta,Hansenocarididae,y‑larvae (Facetotecta),Planktonic,Unknown,0.7,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1636899,https://bmcbiol.biomedcentral.com/articles/10.1186/1741-7007-6-21,Only larval stages known; planktonic y‑nauplii/y‑cyprids; adult ecology unresolved (likely endoparasitic).,GPT-5 Pro,9/26/25
Trypetesidae,106046,Arthropoda,Thecostraca,Lithoglyptida,Trypetesidae,Unknown ,Sessile,ADS,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=106046,,Family not recognized/unclear in current marine taxonomy; left Unknown.,GPT-5 Pro,9/25/25
Heteralepadidae,106052,Arthropoda,Thecostraca,Scalpellomorpha,Heteralepadidae,goose barnacles (heteralepads),Sessile,ADS,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=106052,,Pedunculate barnacles attach to hosts/debris and filter feed.,GPT-5 Pro,9/25/25
Megathyrididae,104033,Brachiopoda,Rhynchonellata,Terebratulida,Megathyrididae,megathyrid brachiopods,Sessile,WCP,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=104033,,Sessile brachiopods (lophophorates filtering suspended particles.,GPT-5 Pro,9/25/25
Beaniidae,110728,Bryozoa,Gymnolaemata,Cheilostomatida,Beaniidae,beaniid bryozoans,Sessile,WCP,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=110728,https://www.vliz.be/vmdcdata/narms/aphia.php?p=taxdetails&id=110728,Cheilostome bryozoans filter-feed via lophophore.,GPT-5 Pro,9/24/25
Bugulidae,110731,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,bugulid bryozoans,Sessile,WCP,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=110731,https://animaldiversity.org/accounts/Bryozoa/,Colonial bryozoans feed using a lophophore to capture suspended particles.,GPT-5 Pro,9/24/25
Buguloidea,153582,Bryozoa,Gymnolaemata,Cheilostomatida,Buguloidea,cheilostome bryozoans (buguloids),Sessile,WCP,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=153582,https://www.marlin.ac.uk/species/detail/1582,Colonial lophophorates filtering particles from flow; fixed to hard substrates.,GPT-5 Pro,9/26/25
Calloporidae,110733,Bryozoa,Gymnolaemata,Cheilostomatida,Calloporidae,calloporid bryozoans,Sessile,WCP,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=110733,https://animaldiversity.org/accounts/Bryozoa/,Cheilostome bryozoans use lophophores to filter suspended particles.,GPT-5 Pro,9/24/25
Candidae,110734,Bryozoa,Gymnolaemata,Cheilostomatida,Candidae,candiid bryozoans,Sessile,WCP,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=110734,https://animaldiversity.org/accounts/Bryozoa/,Colonial bryozoans filter suspended particles with the lophophore.,GPT-5 Pro,9/24/25
Catenicellidae,393232,Bryozoa,Gymnolaemata,Cheilostomatida,Catenicellidae,catenicellid bryozoans,Sessile,WCP,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=393232,https://animaldiversity.org/accounts/Bryozoa/,Erect cheilostome colonies filtering suspended particles with lophophores.,GPT-5 Pro,9/24/25
Cellariidae,110735,Bryozoa,Gymnolaemata,Cheilostomatida,Cellariidae,cellariid bryozoans,Sessile,WCP,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=110735,https://animaldiversity.org/accounts/Bryozoa/,"Jointed, erect cheilostomes that suspension-feed via lophophore.",GPT-5 Pro,9/24/25
Celleporidae,110736,Bryozoa,Gymnolaemata,Cheilostomatida,Celleporidae,celleporid bryozoans,Sessile,WCP,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=110736,https://animaldiversity.org/accounts/Bryozoa/,Massive cheilostome colonies filtering suspended particles.,GPT-5 Pro,9/24/25
Colatooeciidae,467934,Bryozoa,Gymnolaemata,Cheilostomatida,Colatooeciidae,colatooeciid bryozoans,Sessile,WCP,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=467934,,Cheilostome bryozoans are colonial suspension feeders via a lophophore.,GPT-5 Pro,9/25/25
Crepidacanthidae,237813,Bryozoa,Gymnolaemata,Cheilostomatida,Crepidacanthidae,crepidacanthid bryozoans,Sessile,WCP,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=237813,https://www.bryozoa.net/cheilostomata/crepidacanthidae/crepidacantha.html,Cheilostome bryozoans are colonial suspension feeders using lophophores.,GPT-5 Pro,9/24/25
Epistomiidae,110747,Bryozoa,Gymnolaemata,Cheilostomatida,Epistomiidae,cyclostome bryozoans,Sessile,WCP,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=110747,,Colonial lophophorates filtering particles from flow.,GPT-5 Pro,9/24/25
Fenestrulinidae,1297893,Bryozoa,Gymnolaemata,Cheilostomatida,Fenestrulinidae,fenestruline bryozoans,Sessile,WCP,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1297893,,Colonial lophophorates filtering suspended particles.,GPT-5 Pro,9/24/25
Flustridae,110749,Bryozoa,Gymnolaemata,Cheilostomatida,Flustridae,hornwrack & allies,Sessile,WCP,0.95,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=110749,https://www.marlin.ac.uk/species/detail/1609,Cheilostome bryozoans are active suspension feeders via lophophore.,GPT-5 Pro,9/24/25
Lacernidae,110758,Bryozoa,Gymnolaemata,Cheilostomatida,Lacernidae,lacernid bryozoans,Sessile,WCP,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=110758,,Colonial bryozoans filter-feed using lophophores.,GPT-5 Pro,9/25/25
Lanceoporidae,110759,Bryozoa,Gymnolaemata,Cheilostomatida,Lanceoporidae,lanceoporid bryozoans,Sessile,WCP,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=110759,,Cheilostome bryozoans filter suspended particles using a lophophore.,GPT-5 Pro,9/25/25
Membraniporidae,110762,Bryozoa,Gymnolaemata,Cheilostomatida,Membraniporidae,membraniporid bryozoans,Sessile,WCP,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=110762,,Encrusting cheilostome bryozoans filtering suspended particles.,GPT-5 Pro,9/25/25
Microporidae,110764,Bryozoa,Gymnolaemata,Cheilostomatida,Microporidae,microporid bryozoans,Sessile,WCP,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=110764,,Cyclostome bryozoans; passive suspension feeders.,GPT-5 Pro,9/25/25
Lepraliellidae,110768,Bryozoa,Gymnolaemata,Cheilostomatida,Phidoloporidae,lepraliellid bryozoans,Sessile,WCP,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=110768,,Colonial cheilostome bryozoans filtering with lophophores.,GPT-5 Pro,9/25/25
Phidoloporidae,110768,Bryozoa,Gymnolaemata,Cheilostomatida,Phidoloporidae,lace bryozoans (Phidoloporidae),Sessile,WCP,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=110768,,Cheilostome bryozoans filtering suspended particles.,GPT-5 Pro,9/25/25
Savignyellidae,110771,Bryozoa,Gymnolaemata,Cheilostomatida,Savignyellidae,savignyellid bryozoans,Sessile,WCP,0.85,vliz.be,https://www.marinespecies.org/aphia.php?p=taxdetails&id=110771,,Cheilostome bryozoans filtering with lophophores.,GPT-5 Pro,9/25/25
Schizoporellidae,110772,Bryozoa,Gymnolaemata,Cheilostomatida,Schizoporellidae,schizoporellid bryozoans,Sessile,WCP,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=110772,,Cheilostome bryozoans; colonial suspension feeders.,GPT-5 Pro,9/25/25
Schizoporelloidea,153661,Bryozoa,Gymnolaemata,Cheilostomatida,Schizoporelloidea,cheilostome bryozoans (schizoporelloids),Sessile,WCP,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=153661,https://www.marlin.ac.uk/species/detail/1582,Colonial suspension feeders using lophophores; attached epibionts on hard substrates.,GPT-5 Pro,9/26/25
Smittinidae,110775,Bryozoa,Gymnolaemata,Cheilostomatida,Smittinidae,smittinid bryozoans,Sessile,WCP,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=110775,,Cheilostome bryozoans filter suspended particles using lophophore.,GPT-5 Pro,9/25/25
Alcyonidiidae,110783,Bryozoa,Gymnolaemata,Ctenostomatida,Alcyonidiidae,bryozoans,Sessile,WCP,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=110783,,Bryozoans feed via lophophore filtering suspended particles; colonial and sessile.,GPT-5 Pro,9/24/25
Arachnidiidae,110784,Bryozoa,Gymnolaemata,Ctenostomatida,Arachnidiidae,ctenostome bryozoans,Sessile,WCP,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=110784,,Bryozoans are colonial suspension feeders via lophophore.,GPT-5 Pro,9/24/25
Nolellidae,110795,Bryozoa,Gymnolaemata,Ctenostomatida,Nolellidae,nolellid bryozoans,Sessile,WCP,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=110795,,Soft-bodied ctenostome bryozoans forming stoloniferous colonies; filter feeders.,GPT-5 Pro,9/25/25
Paludicellidae,153726,Bryozoa,Gymnolaemata,Ctenostomatida,Paludicellidae,ctenostome bryozoans (Paludicella),Sessile,WCP,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=153726,https://www.marlin.ac.uk/species/detail/1520,Colonial bryozoans filtering particulates with lophophores.,GPT-5 Pro,9/26/25
Triticellidae,110801,Bryozoa,Gymnolaemata,Ctenostomatida,Triticellidae,bryozoans,Sessile,WCP,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=110801,,Name not resolved at family rank; left Unknown pending taxonomic confirmation.,GPT-5 Pro,9/25/25
Vesiculariidae,110802,Bryozoa,Gymnolaemata,Ctenostomatida,Vesiculariidae,vesiculariid bryozoans,Sessile,WCP,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=110802,,Stoloniferous ctenostome bryozoans filtering suspended particles.,GPT-5 Pro,9/25/25
Crisiidae,110806,Bryozoa,Stenolaemata,Cyclostomatida,Crisiidae,crisiid bryozoans,Sessile,WCP,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=110806,https://www.st.nmfs.noaa.gov/copepedia/taxa/T4023367/,Cyclostome bryozoans are colonial suspension feeders.,GPT-5 Pro,9/24/25
Tubuliporidae,110814,Bryozoa,Stenolaemata,Cyclostomatida,Tubuliporidae,tubuliporid bryozoans,Sessile,WCP,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=110814,,Cyclostome bryozoans; lophophore suspension feeding.,GPT-5 Pro,9/25/25
Krohnittidae,15172,Chaetognatha,Sagittoidea,Aphragmophora,Krohnittidae,arrow worms (Krohnitta),Planktonic,Predator,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=15172,,Pelagic chaetognaths are active zooplanktivorous predators.,GPT-5 Pro,9/25/25
Sagittidae,5953,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,arrow worms (Sagitta),Planktonic,Predator,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=5953,,Chaetognaths are pelagic ambush predators of zooplankton.,GPT-5 Pro,9/25/25
Oikopleuridae,103356,Chordata,Appendicularia,Copelata,Oikopleuridae,larvaceans (appendicularians),Planktonic,RNM,0.95,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=103356,,Replaced malformed Aphia link with WoRMS search to satisfy evidence domain rule; holoplanktonic tunicates filtering with mucous houses.,GPT-5 Pro,9/25/25
Clavelinidae,103438,Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,clavelinid sea squirts,Sessile,RNM,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=103438,,Colonial ascidians pump and filter microplankton.,GPT-5 Pro,9/25/25
Diazonidae,154132,Chordata,Ascidiacea,Aplousobranchia,Diazonidae,diazonid sea squirts,Sessile,RNM,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=154132,,Colonial ascidians pumping and filtering plankton from water column.,GPT-5 Pro,9/24/25
Didemnidae,103439,Chordata,Ascidiacea,Aplousobranchia,Didemnidae,didemnid sea squirts,Sessile,RNM;Symbiotic_photosynthesis,0.7,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=103439,https://www.frontiersin.org/articles/10.3389/fmars.2021.731023/pdf,Colonial ascidians that filter-feed; many genera harbor photosynthetic cyanobacterial symbionts.,GPT-5 Pro,9/24/25
Polycitoridae,103440,Chordata,Ascidiacea,Aplousobranchia,Polycitoridae,polycitorid ascidians,Sessile,RNM,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=103440,,Colonial ascidians pumping and filtering suspended particles.,GPT-5 Pro,9/25/25
Ascidiidae,103443,Chordata,Ascidiacea,Phlebobranchia,Ascidiidae,sea squirts,Sessile,RNM,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=103443,,Solitary tunicates filter-feed using pharyngeal basket; sessile adults.,GPT-5 Pro,9/24/25
Perophoridae,103447,Chordata,Ascidiacea,Phlebobranchia,Perophoridae,perophorid ascidians,Sessile,RNM,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=103447,,Colonial ascidians pumping and filtering microplankton.,GPT-5 Pro,9/25/25
Molgulidae,103448,Chordata,Ascidiacea,Stolidobranchia,Molgulidae,molgulid sea squirts,Sessile,RNM,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=103448,,Solitary ascidians filtering microplankton with a branchial basket.,GPT-5 Pro,9/25/25
Pyuridae,103449,Chordata,Ascidiacea,Stolidobranchia,Pyuridae,sea peaches & relatives,Sessile,RNM,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=103449,,Solitary ascidians filtering via branchial basket; family record confirmed.,GPT-5 Pro,9/25/25
Styelidae,103450,Chordata,Ascidiacea,Stolidobranchia,Styelidae,styelid sea squirts,Sessile,RNM,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=103450,,Solitary/colonial ascidians filtering via branchial basket.,GPT-5 Pro,9/25/25
Delphinidae,136980,Chordata,Mammalia,Cetartiodactyla,Delphinidae,dolphins,Nektonic,Predator,0.95,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=136980,https://www.fisheries.noaa.gov/species/dolphins-porpoises,Toothed whales actively hunt fish/cephalopods; highly mobile nekton.,GPT-5 Pro,9/24/25
Monodontidae,136983,Chordata,Mammalia,Cetartiodactyla,Monodontidae,narwhal & beluga,Nektonic,Predator,0.95,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=136983,https://www.fisheries.noaa.gov/species/beluga-whale,Toothed whales feeding on fishes and invertebrates; highly mobile nekton.,GPT-5 Pro,9/25/25
Acanthuridae,125515,Chordata,Teleostei,Acanthuriformes,Acanthuridae,surgeonfishes; tangs,Nektonic,Grazer,0.95,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=125515,https://www.fishbase.se/summary/FamilySummary.php?ID=412,Family dominated by herbivorous grazers; some species take zooplankton/detritus but grazing is primary.,GPT-5 Pro,9/24/25
Ephippidae,151426,Chordata,Teleostei,Acanthuriformes,Ephippidae,spadefishes,Nektonic,Grazer;Predator,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=151426,https://www.fishbase.se/summary/FamilySummary.php?ID=460,Reef-associated nekton; adults often omnivorous on algae/inverts.,GPT-5 Pro,9/24/25
Pomacanthidae,151470,Chordata,Teleostei,Acanthuriformes,Pomacanthidae,marine angelfishes,Nektonic,Predator;Grazer,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=151470,https://www.fishbase.se/summary/FamilySummary.php?ID=351,"Marine angelfishes; many sponge/tunicate feeders, some algivory; WoRMS family ID added as secondary.",GPT-5 Pro,9/25/25
Anguillidae,125425,Chordata,Teleostei,Anguilliformes,Anguillidae,freshwater eels (catadromous),Nektonic,Predator,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=125425,https://www.fishbase.se/summary/FamilySummary.php?ID=33,Catadromous eels; marine phases predatory; FishBase allowed for fishes.,GPT-5 Pro,9/25/25
